MSE,Chi2pvalue,n,N,seed
6.238555426940216e-06,0.9999987014140272,50,4000,67
6.329245713649474e-06,0.999999973533426,50,4000,77
2.0495255187347524e-06,0.99999999952909,50,4000,69
4.357706311783152e-06,0.99999999296724,50,4000,13
6.47664815868153e-06,0.9999972361451714,50,4500,42
5.729915892223495e-06,0.9999999674630636,50,4500,67
3.866965022428489e-06,0.9999999683478464,50,4500,77
4.747259358933292e-06,0.99999998041781,50,4500,69
2.5276342792156577e-06,0.9999999982338178,50,4500,13
6.27449408757676e-06,0.9999999260845588,50,5000,42
3.2311725100222178e-06,0.9999999976334056,50,5000,67
5.071686526801838e-06,0.9999999654778358,50,5000,77
9.865074951427095e-06,0.9999978449764844,50,5000,69
3.942788689389604e-06,0.9999999455045312,50,5000,13
1.336182546711579e-06,0.999999999850446,50,5500,42
2.8945618137745545e-06,0.9999999857873042,50,5500,67
1.185133823609252e-06,0.9999999999968572,50,5500,77
2.156101737577868e-06,0.999999998607651,50,5500,69
1.754761932252747e-06,0.9999999986702972,50,5500,13
3.3350859007881884e-06,0.9999999968919672,50,6000,42
1.7503003549391474e-06,0.9999999912790296,50,6000,67
4.3269843958120645e-06,0.9999999905707632,50,6000,77
3.1266115078982244e-06,0.9999999933071708,50,6000,69
2.2439481841258874e-06,0.9999999449957668,50,6000,13
1.3499967007147752e-06,0.999999999873074,50,6500,42
2.0495652371524314e-06,0.9999999994102738,50,6500,67
4.973940877450063e-06,0.9999999046442696,50,6500,77
9.185285843936146e-07,0.999999999997723,50,6500,69
2.6345310268683947e-06,0.9999999995644406,50,6500,13
2.435949082073408e-06,0.9999999973506885,50,7000,42
4.054248561447978e-06,0.9999999596820284,50,7000,67
1.360733542555445e-06,0.9999999999837696,50,7000,77
3.1531258840808665e-06,0.9999999988546004,50,7000,69
1.5732356337345563e-06,0.9999999998515432,50,7000,13
2.320602193427545e-06,0.9999999937977732,50,7500,42
2.850057926310503e-06,0.9999999880881812,50,7500,67
2.369352802109276e-06,0.9999999998647916,50,7500,77
3.0451377619975388e-06,0.9999999387980922,50,7500,69
1.537990583519262e-06,0.9999999998175146,50,7500,13
1.7323748110740096e-06,0.9999999998637228,50,8000,42
2.0386532109887267e-06,0.9999999982931412,50,8000,67
2.982520765480387e-06,0.9999999945581112,50,8000,77
1.421847128586005e-06,0.999999999998971,50,8000,69
1.81969946610518e-06,0.9999999991260232,50,8000,13
2.058419402586151e-06,0.9999999994473484,50,8500,42
1.565593785527342e-06,0.9999999946102834,50,8500,67
1.6569014584063375e-06,0.999999999549706,50,8500,77
3.005552790935418e-06,0.9999999981627204,50,8500,69
2.007298167409765e-06,0.999999999979348,50,8500,13
1.7098649726640064e-06,0.9999999999478862,50,9000,42
2.3785857514687523e-06,0.999999995006644,50,9000,67
2.0179852475205263e-06,0.999999999219191,50,9000,77
9.164068943069354e-07,0.9999999999908572,50,9000,69
1.3542240938792504e-06,0.9999999998525798,50,9000,13
3.5333455804041083e-06,0.9999999940664208,50,9500,42
1.0490882764774194e-06,0.999999999994385,50,9500,67
2.161629640340764e-06,0.9999999975613676,50,9500,77
1.355420294560325e-06,0.9999999997776308,50,9500,69
3.1537055731602825e-06,0.9999999997740284,50,9500,13
1.6142051920467189e-06,0.9999999998173134,50,10000,42
2.116757825162712e-06,0.9999999979299408,50,10000,67
3.010072399270728e-06,0.9999999965731088,50,10000,77
2.4097830480762102e-06,0.9999999880310522,50,10000,69
1.0166723600402117e-06,0.9999999999933846,50,10000,13
0.0028735817059378,0.0,55,5,42
0.0019878199791504,0.0,55,5,67
0.0034327176496056,0.0,55,5,77
0.0029897136850494,0.0,55,5,69
0.0035122481183992,0.0,55,5,13
0.0017511251614053,0.0,55,10,42
0.0012135276068748,0.0,55,10,67
0.0010461425876021,0.0,55,10,77
0.00130765904184,0.0,55,10,69
0.0009851998990388,0.0,55,10,13
0.000860041389166,0.0,55,15,42
0.0009706180584389,0.0,55,15,67
0.0010146500958458,0.0,55,15,77
0.00110379038938,0.0,55,15,69
0.0009707770810716,0.0,55,15,13
0.0011234755452265,0.0,55,20,42
0.0007736794967332,0.0,55,20,67
0.0007609889627637,0.0,55,20,77
0.0013112191882397,0.0,55,20,69
0.0006270085401687,0.0,55,20,13
0.0004506035231933,0.0,55,25,42
0.0007813781396252,0.0,55,25,67
0.0006253468637256,0.0018028987022177,55,25,77
0.0005045100594614,0.0,55,25,69
0.0004989989289907,0.0701685436762844,55,25,13
0.0006852312530647,0.0,55,30,42
0.0006170657378336,0.0446707726969994,55,30,67
0.0004923148525608,0.0,55,30,77
0.0004999437048498,0.0,55,30,69
0.0003161061705564,0.2971516649036956,55,30,13
0.0003873169581795,0.2153287050407644,55,35,42
0.0001986324503038,0.5782784655818649,55,35,67
0.0006309309147126,0.0,55,35,77
0.0005055578252618,0.0036645642169086,55,35,69
0.0003100437443946,0.4244753341815528,55,35,13
0.0004229955790837,0.0,55,40,42
0.0003422176235224,0.0,55,40,67
0.000388149720784,0.0,55,40,77
0.0004502168761944,0.0,55,40,69
0.0002230632678298,0.7530855498035331,55,40,13
0.0002141961876453,0.6316060821429126,55,45,42
0.0005124158731013,0.0,55,45,67
0.000385277730096,0.0,55,45,77
0.0002257260647294,0.0,55,45,69
0.0001832062049102,0.4949466053818436,55,45,13
0.0006026186172827,0.0105269867413188,55,50,42
0.0003886691397769,0.0579867774206067,55,50,67
0.0003204389935717,0.0,55,50,77
0.0002648724244034,0.5083853704766109,55,50,69
0.0004887519170525,0.1095397227195028,55,50,13
0.0001607069162704,0.5900157867171705,55,60,42
0.000195650333378,0.8223095617313618,55,60,67
0.0003895259169169,0.0611025606991678,55,60,77
0.0003194392289091,0.0017113058746059,55,60,69
0.0003875050220894,0.0374739040003452,55,60,13
0.0001258149749175,0.9189954613772936,55,70,42
0.0001961040428519,0.7151534045183956,55,70,67
0.0002282160548361,0.2071537329837637,55,70,77
0.000385061969943,0.2668875108349509,55,70,69
0.0003733315359121,0.1458826635298701,55,70,13
0.0001296861765506,0.8627963652203294,55,80,42
0.0002782402085085,0.4407184713006344,55,80,67
0.0002750443255565,0.1912652175139525,55,80,77
0.0003188268183326,0.0,55,80,69
0.0003016999971711,0.0022632183130436,55,80,13
0.000174288428843,0.763626321979143,55,90,42
0.0001671126928565,0.7202096539103777,55,90,67
0.0001924615021459,0.6210164622952778,55,90,77
0.0002248479474,0.2449297361528606,55,90,69
0.0001569772821692,0.7652167135343195,55,90,13
5.818011211506763e-05,0.999869887766928,55,100,42
0.0001842404220273,0.7534136881431898,55,100,67
0.000205216746732,0.2288770508168867,55,100,77
0.0002524055569813,0.2508995842486768,55,100,69
0.0001306067520064,0.8328767965430943,55,100,13
0.0001551271736654,0.921085869410296,55,150,42
0.0002231188272098,0.6974820030276762,55,150,67
0.0001224585836505,0.8651749609828187,55,150,77
2.5443965829913544e-05,0.9998363941200386,55,150,69
0.0001160191660853,0.9006512399774513,55,150,13
8.629574129218646e-05,0.9839188381826562,55,200,42
6.67158051476717e-05,0.9989760512209818,55,200,67
9.778929122609944e-05,0.943807879999593,55,200,77
0.000114355965054,0.80925897388571,55,200,69
0.0001068210253852,0.9823372930123114,55,200,13
7.21653743772361e-05,0.9975865386723118,55,250,42
4.437211649151169e-05,0.9991551304528996,55,250,67
8.795562097135408e-05,0.9718955495273616,55,250,77
0.00010789160276,0.9047982592855326,55,250,69
6.985353972908511e-05,0.9940986387569054,55,250,13
3.489483418094595e-05,0.9997130656423006,55,300,42
4.888392077279472e-05,0.9968872607874328,55,300,67
3.415904319648101e-05,0.9989364617998152,55,300,77
9.225170002996372e-05,0.941556771032382,55,300,69
7.534351927620189e-05,0.9820048025811838,55,300,13
4.233294403629684e-05,0.9987429800710113,55,350,42
4.540137153899181e-05,0.9988240964500242,55,350,67
5.5564700891661934e-05,0.9959368567876152,55,350,77
8.388265497896116e-05,0.986709131799316,55,350,69
5.107068170625174e-05,0.9987644968408408,55,350,13
7.05096563594883e-05,0.9941828026797684,55,400,42
3.1914286729961924e-05,0.9999222909667356,55,400,67
1.827725394364248e-05,0.9999071815352238,55,400,77
3.174145834041675e-05,0.999980708196488,55,400,69
4.091661160921048e-05,0.99962985639976,55,400,13
3.078578221586836e-05,0.999794207716868,55,450,42
3.128376618404456e-05,0.9999274904589402,55,450,67
4.120471860621741e-05,0.9987970915863938,55,450,77
4.301654642507191e-05,0.9992700786076428,55,450,69
4.610036525715517e-05,0.994123972256578,55,450,13
3.949064645393113e-05,0.999450211445524,55,500,42
2.3041727424782917e-05,0.9999426367707384,55,500,67
2.365341453064156e-05,0.9999537714470424,55,500,77
3.068450224053666e-05,0.9980627904668288,55,500,69
4.956301174643166e-05,0.9971700042267924,55,500,13
7.798923895095039e-06,0.9999996656800026,55,1000,42
5.7256436378823615e-06,0.9999998171448172,55,1000,67
7.94548610391879e-06,0.9999997594108064,55,1000,77
1.870509430482758e-05,0.9998900658298688,55,1000,69
1.5649210981716132e-05,0.9999954437791124,55,1000,13
1.0054029061516896e-05,0.99999858867177,55,1500,42
7.0602963977056e-06,0.9999993063982549,55,1500,67
1.7324615261495823e-05,0.9999607468250026,55,1500,77
9.11065878478896e-06,0.999998314473549,55,1500,69
2.638453843886197e-05,0.9998932309236248,55,1500,13
1.2744424684829187e-05,0.9999860309686164,55,2000,42
7.683813476306179e-06,0.9999999072635404,55,2000,67
1.375808932191479e-05,0.9999933754756826,55,2000,77
3.5250184133637874e-06,0.9999999923225132,55,2000,69
5.134255330373682e-06,0.9999999933767946,55,2000,13
3.454049021996371e-06,0.9999999582737626,55,2500,42
4.1174722440053554e-06,0.9999999498278046,55,2500,67
8.829605697816137e-06,0.999997238879015,55,2500,77
6.343730264022585e-06,0.9999993748224042,55,2500,69
4.40659907643518e-06,0.999999993042746,55,2500,13
3.2517910312589144e-06,0.999999973524536,55,3000,42
4.229134833943145e-06,0.9999999880162372,55,3000,67
7.582623724006517e-06,0.9999996321380202,55,3000,77
6.96546609453914e-06,0.9999993869442712,55,3000,69
5.601648566694143e-06,0.9999999741757928,55,3000,13
3.580454297989264e-06,0.99999998199129,55,3500,42
6.809547456355296e-06,0.9999994444491328,55,3500,67
4.262220094985588e-06,0.9999999933602304,55,3500,77
3.343157643301866e-06,0.9999999983364352,55,3500,69
5.159356731622556e-06,0.9999999882713784,55,3500,13
2.311927431152007e-06,0.9999999992645846,55,4000,42
2.7630613319569387e-06,0.9999999917924564,55,4000,67
4.956314624888893e-06,0.9999996401436418,55,4000,77
2.1161675404450656e-06,0.999999998610393,55,4000,69
2.380951356474709e-06,0.999999997715206,55,4000,13
6.4985148157895895e-06,0.9999996649353484,55,4500,42
4.237819479784747e-06,0.9999999962631247,55,4500,67
2.784017227161556e-06,0.9999999905130896,55,4500,77
4.755014756228645e-06,0.9999998647402252,55,4500,69
4.669530835805888e-06,0.9999999200923764,55,4500,13
3.3906347355308145e-06,0.9999999887716424,55,5000,42
8.219849903948809e-06,0.9999999334171626,55,5000,67
3.960821945368683e-06,0.9999999924774908,55,5000,77
3.626636695206783e-06,0.9999999951799006,55,5000,69
4.108773761663421e-06,0.9999999990545428,55,5000,13
2.7528971712411714e-06,0.999999993844849,55,5500,42
2.271252741051471e-06,0.9999999967967904,55,5500,67
2.137198091685544e-06,0.9999999998547764,55,5500,77
2.199732830982849e-06,0.999999997703674,55,5500,69
3.71095192556531e-06,0.999999963367842,55,5500,13
3.873751450876311e-06,0.9999999916951792,55,6000,42
2.999498231883415e-06,0.9999999775326536,55,6000,67
2.6829081342691187e-06,0.9999999891807794,55,6000,77
1.960334480374599e-06,0.9999999984459964,55,6000,69
2.664161887529668e-06,0.9999999927731053,55,6000,13
2.77836006656087e-06,0.9999999997234368,55,6500,42
2.4529920025768875e-06,0.9999999982537672,55,6500,67
3.1257002022499824e-06,0.9999999943693384,55,6500,77
1.2036408025936678e-06,0.9999999995938592,55,6500,69
1.7898052691396871e-06,0.9999999998810244,55,6500,13
3.1926824149711448e-06,0.9999999904114004,55,7000,42
2.177171838913379e-06,0.9999999963412274,55,7000,67
1.7637302879414824e-06,0.9999999994609966,55,7000,77
1.6443676616392888e-06,0.999999999944666,55,7000,69
1.5906324994230302e-06,0.9999999989068742,55,7000,13
1.1437317492732584e-06,0.999999999981615,55,7500,42
2.0319513901415217e-06,0.9999999990525394,55,7500,67
1.6026422207673815e-06,0.9999999989047064,55,7500,77
2.060548993527277e-06,0.9999999941997764,55,7500,69
2.8595285553420317e-06,0.9999999967929633,55,7500,13
1.5801176375703143e-06,0.9999999999486672,55,8000,42
2.6900918232812623e-06,0.9999999900921748,55,8000,67
2.259333233970344e-06,0.9999999974971197,55,8000,77
5.636491363589008e-07,0.9999999999926148,55,8000,69
8.952910367600491e-07,0.999999999986228,55,8000,13
2.36522862523844e-06,0.9999999941072842,55,8500,42
2.1381067864476588e-06,0.999999987881608,55,8500,67
2.439871824770546e-06,0.999999995680366,55,8500,77
2.2280135408505486e-06,0.9999999979609316,55,8500,69
2.8936586969554837e-06,0.99999998706665,55,8500,13
1.2101879008176653e-06,0.9999999999333206,55,9000,42
1.5368459867765543e-06,0.9999999998788272,55,9000,67
2.05062771522584e-06,0.99999999773463,55,9000,77
1.7736491114537793e-06,0.999999998089418,55,9000,69
1.015232842354784e-06,0.9999999999126512,55,9000,13
1.295276926868912e-06,0.9999999999731554,55,9500,42
1.908152437012582e-06,0.999999999634128,55,9500,67
1.4864367480071265e-06,0.9999999990779618,55,9500,77
1.953724739281769e-06,0.999999999793481,55,9500,69
3.0644650491892943e-06,0.9999999994876668,55,9500,13
1.3109803202523828e-06,0.9999999997187972,55,10000,42
1.4195646672150703e-06,0.999999996437182,55,10000,67
2.2024729841128243e-06,0.9999999927542932,55,10000,77
1.5661144436869542e-06,0.9999999998969794,55,10000,69
2.07474596977861e-06,0.9999999995280192,55,10000,13
0.0025977180096793,0.0,60,5,42
0.0031205900892052,0.0,60,5,67
0.0018711468729721,0.0,60,5,77
0.0025719006271797,0.0,60,5,69
0.0019759251073813,0.0,60,5,13
0.0017863660063439,0.0,60,10,42
0.0017729328119456,0.0,60,10,67
0.0016819847270186,0.0,60,10,77
0.002028361871556,0.0,60,10,69
0.0020044874711481,0.0,60,10,13
0.0006938394446541,0.0,60,15,42
0.0018133419955987,0.0,60,15,67
0.0007582032193642,0.0,60,15,77
0.0012822678569708,0.0,60,15,69
0.0006850073243745,0.0,60,15,13
0.0006470308205582,0.0,60,20,42
0.0009109534144139,0.0,60,20,67
0.000886173063914,0.0,60,20,77
0.0007860620137362,0.0,60,20,69
0.0005351125264519,0.0377270589060836,60,20,13
0.0004195402459136,0.4159179270471582,60,25,42
0.0008086414690897,0.0,60,25,67
0.0009759395565968,0.0,60,25,77
0.000921693692242,0.0,60,25,69
0.0006443874686043,0.0,60,25,13
0.0010159119139924,0.0,60,30,42
0.0006192194938369,0.001610505681251,60,30,67
0.0006270347364761,0.0,60,30,77
0.0006370754648004,0.0,60,30,69
0.0003607600215816,0.0899202275204658,60,30,13
0.000303330608324,0.0,60,35,42
0.0003282368683905,0.0,60,35,67
0.000503769148093,6.404291207795509e-06,60,35,77
0.0001969788190128,0.0,60,35,69
0.0002030631399033,0.3271963430051303,60,35,13
0.0004565917643812,0.0,60,40,42
0.00016791101942,0.4121816567540681,60,40,67
0.0003275319087051,0.0,60,40,77
0.000546113203326,0.0,60,40,69
0.0003935679612314,0.0,60,40,13
0.0001347932519276,0.7432138088758659,60,45,42
0.0005087638963876,0.0,60,45,67
0.0002350424713574,0.0712640697473141,60,45,77
0.0002574108079184,0.0164374769526191,60,45,69
0.0002093057563333,0.0,60,45,13
0.0004741553715932,0.0,60,50,42
0.0002860936085197,0.0,60,50,67
0.0003426760739019,0.0600867390138963,60,50,77
0.0003944903921395,0.1593908713307361,60,50,69
0.0003929038966064,0.0543449311809584,60,50,13
0.0001057724609835,0.9906631073209008,60,60,42
0.000175477016797,0.4453164700173835,60,60,67
0.0002882959576196,0.0877266074179492,60,60,77
0.0004355583813445,0.0001534597725834,60,60,69
0.00020450981157,0.2174901473220671,60,60,13
0.0001190607639496,0.9496666774413766,60,70,42
0.0003265703421174,0.0969827934677782,60,70,67
0.0002533834772379,0.1760955903383011,60,70,77
0.0001711674914094,0.0,60,70,69
0.0004091854026826,0.0013348276219193,60,70,13
0.0002738591469197,0.4588530692207592,60,80,42
0.0003228439868851,0.2449925841169419,60,80,67
0.0002694816246444,0.0102797244294335,60,80,77
0.0002159305272853,0.4762563087288096,60,80,69
0.0002374490138805,0.3163512115343427,60,80,13
0.0001415562219612,0.7997042625908772,60,90,42
0.0001249287156035,0.9639582829031916,60,90,67
9.919328119860036e-05,0.7977171427537486,60,90,77
8.772674749893846e-05,0.963194535697806,60,90,69
0.0002048004393618,0.8080159160925576,60,90,13
0.0001447202701248,0.6661397924064301,60,100,42
7.078443810100738e-05,0.942825738031266,60,100,67
7.851710976875734e-05,0.8425406649860373,60,100,77
0.0001346993431267,0.9141753753686668,60,100,69
0.0002161517717822,0.5664108802577328,60,100,13
8.73398874867207e-05,0.9671375490817364,60,150,42
8.281460216749929e-05,0.9537226992929926,60,150,67
0.0001223357930833,0.8197100440588422,60,150,77
0.0001556669698955,0.6652876185910466,60,150,69
0.0001531550242279,0.0,60,150,13
5.331645855824319e-05,0.998693978066738,60,200,42
0.0001383356156855,0.870712091970833,60,200,67
6.021340454965032e-05,0.995311516452996,60,200,77
6.883943608120086e-05,0.986334185306186,60,200,69
7.709467456521135e-05,0.976311166982506,60,200,13
7.690235745819395e-05,0.9654700913725875,60,250,42
5.3758690346882506e-05,0.9971505881860248,60,250,67
8.357363616699925e-05,0.9702688693090422,60,250,77
5.767508434492803e-05,0.9966523977863676,60,250,69
5.606717710576876e-05,0.9976393336398164,60,250,13
5.015363916935011e-05,0.9989163742858732,60,300,42
6.276477027394201e-05,0.9863811115957972,60,300,67
3.727498934690572e-05,0.9970502250901038,60,300,77
6.996154017251676e-05,0.9420556248497316,60,300,69
5.6325003890745765e-05,0.9879001729592332,60,300,13
5.71225691789587e-05,0.9956410609812216,60,350,42
5.5788110827907854e-05,0.9928591585986324,60,350,67
4.712779205598646e-05,0.9966309530237424,60,350,77
3.976072362978839e-05,0.9989047329544544,60,350,69
5.2250284922405937e-05,0.996663186949338,60,350,13
2.017488222068753e-05,0.9999304384785102,60,400,42
2.0869978609671095e-05,0.9999672801871008,60,400,67
6.0508024346633336e-05,0.9979025898157212,60,400,77
3.422095773795732e-05,0.9996213745027844,60,400,69
3.129743981341812e-05,0.998551243298596,60,400,13
2.407520646124645e-05,0.9999738279734725,60,450,42
3.18611153496597e-05,0.9997858332144276,60,450,67
3.554985171213266e-05,0.9979975404502844,60,450,77
2.546349071441575e-05,0.9999568776301108,60,450,69
3.689823711605734e-05,0.9966102618177188,60,450,13
2.9525329197239363e-05,0.9992501386885458,60,500,42
3.217222746355598e-05,0.9997123739648996,60,500,67
2.094311953222026e-05,0.999879871416735,60,500,77
3.729471079297808e-05,0.9951183820567978,60,500,69
4.348503096695359e-05,0.9936901562038112,60,500,13
1.3244565365657675e-05,0.9999949755676134,60,1000,42
2.2943849529307527e-05,0.9999265538738716,60,1000,67
2.5262411104127763e-05,0.9998436841370202,60,1000,77
1.8464135256875305e-05,0.999821768075328,60,1000,69
1.1043668596152828e-05,0.9999980334451452,60,1000,13
1.2153796860097322e-05,0.9999969000144796,60,1500,42
1.8265990175828204e-05,0.9999505353069138,60,1500,67
1.3693987490103266e-05,0.9999936944474072,60,1500,77
1.4018829092846835e-05,0.9999957771075912,60,1500,69
1.10242000597679e-05,0.9999972118870356,60,1500,13
3.7434312708974256e-06,0.999999997439987,60,2000,42
8.179025428283584e-06,0.999999638504949,60,2000,67
8.388900411938277e-06,0.9999988401410944,60,2000,77
7.014650744323178e-06,0.9999999019252857,60,2000,69
5.983323384525544e-06,0.9999998682438814,60,2000,13
3.970930879202851e-06,0.999999996029176,60,2500,42
7.764389827744153e-06,0.9999991687834178,60,2500,67
5.730262358677322e-06,0.9999997681511958,60,2500,77
4.583710843993398e-06,0.9999999610737498,60,2500,69
3.555011461709358e-06,0.9999999996675843,60,2500,13
3.544593076989946e-06,0.9999999890847182,60,3000,42
3.991561760358895e-06,0.9999999912436928,60,3000,67
6.198621690867897e-06,0.9999998110439756,60,3000,77
4.549619552555145e-06,0.9999999156290996,60,3000,69
3.310774781287791e-06,0.9999999957771396,60,3000,13
4.161641600883015e-06,0.999999989641322,60,3500,42
3.966144924451364e-06,0.9999999585527014,60,3500,67
5.84381791128919e-06,0.99999981252702,60,3500,77
5.467066827532872e-06,0.9999998943187752,60,3500,69
6.259301284536885e-06,0.9999998010741852,60,3500,13
2.2618525806473943e-06,0.999999998335484,60,4000,42
3.1167206285422883e-06,0.9999999817093186,60,4000,67
6.024171151767148e-06,0.999999863905233,60,4000,77
3.3194026752996028e-06,0.9999999714257884,60,4000,69
3.680049186702913e-06,0.9999999746834568,60,4000,13
3.706147792827917e-06,0.9999999910034978,60,4500,42
2.5428064481047866e-06,0.999999997944694,60,4500,67
2.6055984274506563e-06,0.999999998614724,60,4500,77
3.4805588694350805e-06,0.9999999853379332,60,4500,69
4.585527602113095e-06,0.999999983949031,60,4500,13
2.6627792920410345e-06,0.9999999977639564,60,5000,42
3.6140937637913496e-06,0.999999994532209,60,5000,67
4.341870862582324e-06,0.999999997142752,60,5000,77
2.119895567965812e-06,0.9999999998963645,60,5000,69
2.624391684714017e-06,0.9999999981086752,60,5000,13
2.7043523753451253e-06,0.9999999992508778,60,5500,42
2.344071855201484e-06,0.9999999989756608,60,5500,67
4.006625995135637e-06,0.9999999798901692,60,5500,77
1.4267155368321506e-06,0.999999999739616,60,5500,69
3.563009106878368e-06,0.9999999736392928,60,5500,13
1.9289558559831746e-06,0.9999999990922864,60,6000,42
2.837621370178549e-06,0.9999999896669716,60,6000,67
4.31568193689401e-06,0.9999999761684776,60,6000,77
2.7600118339732263e-06,0.9999999980190448,60,6000,69
1.2319754175963763e-06,0.9999999998405076,60,6000,13
2.8689710468752533e-06,0.9999999963419388,60,6500,42
2.5669097362138315e-06,0.9999999931187116,60,6500,67
3.0363750024265967e-06,0.9999999760816544,60,6500,77
1.6486378343989845e-06,0.9999999995086524,60,6500,69
2.2424319017776325e-06,0.999999997563303,60,6500,13
1.921444298494731e-06,0.9999999998486904,60,7000,42
1.948836054484945e-06,0.9999999963177064,60,7000,67
1.4520701481140366e-06,0.9999999998626836,60,7000,77
1.6404910873567226e-06,0.9999999996111476,60,7000,69
2.240611768994304e-06,0.9999999968654174,60,7000,13
1.0521786302227318e-06,0.9999999999665712,60,7500,42
3.193903266815753e-06,0.999999994341522,60,7500,67
1.1534959549056116e-06,0.9999999999798672,60,7500,77
1.154689912838145e-06,0.9999999997573448,60,7500,69
2.080537021069124e-06,0.9999999998295296,60,7500,13
3.0899834848064303e-06,0.9999999765296383,60,8000,42
2.6826528465129945e-06,0.999999993520027,60,8000,67
1.7639079240680958e-06,0.9999999994681864,60,8000,77
1.89021596951614e-06,0.999999999795314,60,8000,69
2.183553015833908e-06,0.9999999988954502,60,8000,13
1.5658617433876884e-06,0.9999999999847512,60,8500,42
1.429827482868315e-06,0.9999999993538734,60,8500,67
1.6839092034289556e-06,0.9999999999294416,60,8500,77
3.0519064277521387e-06,0.9999999948362096,60,8500,69
1.707128527543082e-06,0.9999999997074488,60,8500,13
2.3092569561536067e-06,0.9999999990097508,60,9000,42
2.230798762716438e-06,0.9999999937912114,60,9000,67
1.32255621538538e-06,0.9999999999926849,60,9000,77
9.000076544507499e-07,0.999999999989878,60,9000,69
4.20123919577289e-07,0.9999999999999458,60,9000,13
2.0521739223370705e-06,0.9999999990659284,60,9500,42
2.801645229707922e-06,0.9999999947760476,60,9500,67
9.732363192211895e-07,0.9999999999904632,60,9500,77
2.4164237100510232e-06,0.9999999953235263,60,9500,69
1.721331703174988e-06,0.9999999992762426,60,9500,13
6.73251056151003e-07,0.9999999999973004,60,10000,42
1.080842060014576e-06,0.999999999884242,60,10000,67
8.076936143964157e-07,0.9999999999935058,60,10000,77
1.79556756083933e-06,0.9999999993129668,60,10000,69
9.92922815348294e-07,0.9999999999157388,60,10000,13
0.0037102454589487,0.0,65,5,42
0.0031259884171971,0.0,65,5,67
0.0027209923850338,0.0,65,5,77
0.002275604803895,0.0,65,5,69
0.0019661595747723,0.0,65,5,13
0.0023490552445255,0.0,65,10,42
0.0009235520683712,0.0,65,10,67
0.0009938745138305,0.0,65,10,77
0.0011971080497226,0.0,65,10,69
0.0020169645746115,0.0,65,10,13
0.0010523644277924,0.0,65,15,42
0.0008948038222927,0.0,65,15,67
0.0012510033420691,0.0,65,15,77
0.0005634547687588,0.0,65,15,69
0.0005561138252304,0.0,65,15,13
0.0007052482963053,0.0,65,20,42
0.0006755290276838,0.0,65,20,67
0.00038107018292,0.0,65,20,77
0.0008617428090401,0.0,65,20,69
0.0006100163796454,0.0,65,20,13
0.0008137897398146,0.0,65,25,42
0.0009300533508549,0.0,65,25,67
0.000521393768408,0.0,65,25,77
0.00055103924616,0.0,65,25,69
0.0002558878834909,0.2525475940176234,65,25,13
0.0011203073675989,0.0,65,30,42
0.0003926233797934,0.0936605092679218,65,30,67
0.0005796981160695,0.0,65,30,77
0.0008031487343497,0.0,65,30,69
0.0006321446491948,0.0,65,30,13
0.0005033673901946,0.0,65,35,42
0.0003172979885721,0.0457720168104579,65,35,67
0.0007848999728436,0.0,65,35,77
0.0003197002884883,0.0,65,35,69
0.0005449468542283,0.001222544964832,65,35,13
0.0005333351125852,0.0,65,40,42
0.0002816481152433,0.0,65,40,67
0.0004083920628729,0.0,65,40,77
0.0002020494352418,0.0,65,40,69
0.0003091490261852,0.0026023173209698,65,40,13
0.0002008428855133,0.3263123350195934,65,45,42
0.0002465399156846,0.0,65,45,67
0.000505761400444,0.0,65,45,77
0.0002583020567907,0.0,65,45,69
0.0002270644236317,0.1905168295745598,65,45,13
0.0001338298073974,0.4112521679796419,65,50,42
0.0003282008520845,0.0,65,50,67
0.0002582798758022,0.0037062588395112,65,50,77
0.0001331912110081,0.8317648381795775,65,50,69
0.0002319265590163,0.360859622925572,65,50,13
0.0002926993182724,0.176614770518506,65,60,42
0.0002051017547645,0.0,65,60,67
0.0002354585029145,0.0047982653046596,65,60,77
0.0001359594651785,0.8405317510526339,65,60,69
0.000287549391892,0.0011231923404576,65,60,13
0.0001759875473989,0.5238737012228044,65,70,42
0.0001323218017641,0.733948218201236,65,70,67
0.0001963710188133,0.1032821362479379,65,70,77
0.0003511379143155,0.0143778976054542,65,70,69
0.0003209696370969,0.0,65,70,13
0.0001284462101187,0.9835463450667674,65,80,42
0.000133683149854,0.8652563233385973,65,80,67
0.0001592142256664,0.0419642409439554,65,80,77
7.702673806339102e-05,0.8895680873557177,65,80,69
0.000248376291599,0.0005218146738238,65,80,13
0.0001806045766015,0.2691834131223608,65,90,42
0.0001221297530058,0.9632771952689654,65,90,67
0.0002215707446816,0.1133920501945182,65,90,77
0.0001978845147097,0.1611100412159399,65,90,69
0.0001607774278484,0.0906970168254055,65,90,13
6.513595525765014e-05,0.9838482391891182,65,100,42
0.0002407973788986,0.01484748472371,65,100,67
0.0001312569533675,0.4317057315852501,65,100,77
9.732138862507652e-05,0.0,65,100,69
9.596543443992492e-05,0.4799574423948735,65,100,13
0.0001128338953335,0.8860014791994394,65,150,42
0.0001217250558408,0.7521911724913792,65,150,67
9.35042496263608e-05,0.7771660635724236,65,150,77
8.636834296355343e-05,0.9103767441259092,65,150,69
0.0001830781975983,0.3906324328656095,65,150,13
7.167859822343882e-05,0.9895923825413828,65,200,42
8.61769690507062e-05,0.9733260493955336,65,200,67
0.0001590652332323,0.3648704289156679,65,200,77
